days
pon	uto	sre	cet	pet

hours
1	2	3	4	5	6	7

people
-stebru_83_ver.v.1'_uto_7 83_uto_1
-stebru_83_ver.v.1'_sre_7 83_sre_1
-stebru_83_ver.v.1'_cet_7 83_cet_1
-stebru_83_ver.v.1'_pet_7 83_pet_1
// 1 moze kao postcas
-stebru_51_ver.v.1'_pon_1 51_pon_7 
-stebru_51_ver.v.1'_uto_1 51_uto_7 
-stebru_51_ver.v.1'_sre_1 51_sre_7 
-stebru_51_ver.v.1'_cet_1 51_cet_7 
-stebru_51_ver.v.1'_pet_1 51_pet_7 
-stebru_52_ver.v.1'_pon_1 52_pon_7 
-stebru_52_ver.v.1'_uto_1 52_uto_7 
-stebru_52_ver.v.1'_sre_1 52_sre_7 
-stebru_52_ver.v.1'_cet_1 52_cet_7 
-stebru_52_ver.v.1'_pet_1 52_pet_7 
-stebru_53_ver.v.1'_pon_1 53_pon_7 
-stebru_53_ver.v.1'_uto_1 53_uto_7 
-stebru_53_ver.v.1'_sre_1 53_sre_7 
-stebru_53_ver.v.1'_cet_1 53_cet_7 
-stebru_53_ver.v.1'_pet_1 53_pet_7 
-stebru_54_ver.v.1'_pon_1 54_pon_7 
-stebru_54_ver.v.1'_uto_1 54_uto_7 
-stebru_54_ver.v.1'_sre_1 54_sre_7 
-stebru_54_ver.v.1'_cet_1 54_cet_7 
-stebru_54_ver.v.1'_pet_1 54_pet_7 
-stebru_61_ver.v.1'_pon_1 61_pon_7 
-stebru_61_ver.v.1'_uto_1 61_uto_7 
-stebru_61_ver.v.1'_sre_1 61_sre_7 
-stebru_61_ver.v.1'_cet_1 61_cet_7 
-stebru_61_ver.v.1'_pet_1 61_pet_7 
-stebru_62_ver.v.1'_pon_1 62_pon_7 
-stebru_62_ver.v.1'_uto_1 62_uto_7 
-stebru_62_ver.v.1'_sre_1 62_sre_7 
-stebru_62_ver.v.1'_cet_1 62_cet_7 
-stebru_62_ver.v.1'_pet_1 62_pet_7 
-stebru_63_ver.v.1'_pon_1 63_pon_7 
-stebru_63_ver.v.1'_uto_1 63_uto_7 
-stebru_63_ver.v.1'_sre_1 63_sre_7 
-stebru_63_ver.v.1'_cet_1 63_cet_7 
-stebru_63_ver.v.1'_pet_1 63_pet_7 
